"Freq [GHz]","IWavePhi [deg]","IWaveTheta [deg]","Phi [deg]","Theta [deg]","re(rEPhi) [mV]","im(rEPhi) [mV]","re(rETheta) [mV]","im(rETheta) [mV]"
1.7082,180,90,-135,125.264,4.27525881050065,19.7794843435513,19.8277150285474,-51.4793199578016
