1.000	0.325
1.000	0.070
1.000	0.037
1.000	0.004
1.000	0.003
1.000	0.001
1.000	0.001
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.125	0.522
1.125	0.099
1.125	0.050
1.125	0.007
1.125	0.006
1.125	0.002
1.125	0.002
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.250	0.756
1.250	0.134
1.250	0.065
1.250	0.012
1.250	0.010
1.250	0.003
1.250	0.004
1.250	0.001
1.250	0.001
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.375	0.939
1.375	0.180
1.375	0.083
1.375	0.020
1.375	0.017
1.375	0.006
1.375	0.003
1.375	0.001
1.375	0.001
1.375	0.001
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.500	0.992
1.500	0.223
1.500	0.101
1.500	0.030
1.500	0.026
1.500	0.009
1.500	0.004
1.500	0.001
1.500	0.001
1.500	0.001
1.500	0.001
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.625	0.991
1.625	0.277
1.625	0.121
1.625	0.046
1.625	0.039
1.625	0.013
1.625	0.004
1.625	0.002
1.625	0.002
1.625	0.002
1.625	0.001
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.750	0.973
1.750	0.337
1.750	0.142
1.750	0.068
1.750	0.058
1.750	0.019
1.750	0.004
1.750	0.003
1.750	0.003
1.750	0.003
1.750	0.001
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.875	0.955
1.875	0.399
1.875	0.164
1.875	0.098
1.875	0.084
1.875	0.026
1.875	0.004
1.875	0.004
1.875	0.005
1.875	0.004
1.875	0.002
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
2.000	0.940
2.000	0.464
2.000	0.187
2.000	0.138
2.000	0.119
2.000	0.035
2.000	0.006
2.000	0.008
2.000	0.005
2.000	0.005
2.000	0.001
2.000	0.002
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.125	0.928
2.125	0.528
2.125	0.211
2.125	0.193
2.125	0.167
2.125	0.046
2.125	0.007
2.125	0.013
2.125	0.006
2.125	0.006
2.125	0.001
2.125	0.003
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.250	0.922
2.250	0.590
2.250	0.235
2.250	0.262
2.250	0.228
2.250	0.059
2.250	0.010
2.250	0.019
2.250	0.008
2.250	0.008
2.250	0.002
2.250	0.004
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.375	0.921
2.375	0.653
2.375	0.260
2.375	0.350
2.375	0.310
2.375	0.074
2.375	0.027
2.375	0.012
2.375	0.010
2.375	0.010
2.375	0.004
2.375	0.006
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.500	0.925
2.500	0.713
2.500	0.449
2.500	0.412
2.500	0.283
2.500	0.092
2.500	0.039
2.500	0.016
2.500	0.014
2.500	0.005
2.500	0.012
2.500	0.008
2.500	0.001
2.500	0.001
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.625	0.932
2.625	0.770
2.625	0.554
2.625	0.534
2.625	0.306
2.625	0.113
2.625	0.055
2.625	0.020
2.625	0.019
2.625	0.008
2.625	0.014
2.625	0.010
2.625	0.002
2.625	0.001
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.750	0.940
2.750	0.822
2.750	0.667
2.750	0.654
2.750	0.329
2.750	0.137
2.750	0.076
2.750	0.025
2.750	0.026
2.750	0.011
2.750	0.017
2.750	0.013
2.750	0.003
2.750	0.001
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.875	0.946
2.875	0.869
2.875	0.796
2.875	0.741
2.875	0.352
2.875	0.162
2.875	0.104
2.875	0.030
2.875	0.035
2.875	0.015
2.875	0.020
2.875	0.017
2.875	0.005
2.875	0.001
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
