"Freq [GHz]","IWavePhi [deg]","IWaveTheta [deg]","Phi [deg]","Theta [deg]","re(rEPhi) [mV]","im(rEPhi) [mV]","re(rETheta) [mV]","im(rETheta) [mV]"
1.7082,180,90,0,180,-2.12735150180323e-15,-3.53384902596392e-15,1.17380251203654e-17,-1.37355084027732e-18
