1.000	0.336
1.000	0.069
1.000	0.036
1.000	0.006
1.000	0.002
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.125	0.544
1.125	0.098
1.125	0.049
1.125	0.011
1.125	0.003
1.125	0.001
1.125	0.000
1.125	0.000
1.125	0.000
1.125	0.000
1.250	0.793
1.250	0.133
1.250	0.064
1.250	0.019
1.250	0.006
1.250	0.001
1.250	0.000
1.250	0.000
1.250	0.000
1.250	0.000
1.375	0.994
1.375	0.179
1.375	0.082
1.375	0.031
1.375	0.009
1.375	0.002
1.375	0.000
1.375	0.000
1.375	0.000
1.375	0.000
1.500	1.060
1.500	0.223
1.500	0.100
1.500	0.046
1.500	0.013
1.500	0.003
1.500	0.000
1.500	0.000
1.500	0.000
1.500	0.000
1.625	1.071
1.625	0.281
1.625	0.119
1.625	0.068
1.625	0.019
1.625	0.004
1.625	0.000
1.625	0.000
1.625	0.000
1.625	0.000
1.750	1.065
1.750	0.346
1.750	0.140
1.750	0.098
1.750	0.026
1.750	0.006
1.750	0.000
1.750	0.000
1.750	0.000
1.750	0.000
1.875	1.059
1.875	0.417
1.875	0.161
1.875	0.136
1.875	0.034
1.875	0.008
1.875	0.000
1.875	0.000
1.875	0.000
1.875	0.000
2.000	1.054
2.000	0.494
2.000	0.186
2.000	0.184
2.000	0.042
2.000	0.011
2.000	0.000
2.000	0.000
2.000	0.000
2.000	0.000
2.125	1.052
2.125	0.572
2.125	0.247
2.125	0.209
2.125	0.051
2.125	0.015
2.125	0.000
2.125	0.000
2.125	0.000
2.125	0.000
2.250	1.057
2.250	0.657
2.250	0.322
2.250	0.235
2.250	0.059
2.250	0.019
2.250	0.000
2.250	0.000
2.250	0.000
2.250	0.000
2.375	1.070
2.375	0.748
2.375	0.408
2.375	0.259
2.375	0.066
2.375	0.025
2.375	0.000
2.375	0.000
2.375	0.000
2.375	0.000
2.500	1.092
2.500	0.846
2.500	0.493
2.500	0.282
2.500	0.070
2.500	0.032
2.500	0.000
2.500	0.000
2.500	0.000
2.500	0.000
2.625	1.119
2.625	0.949
2.625	0.566
2.625	0.303
2.625	0.070
2.625	0.041
2.625	0.000
2.625	0.000
2.625	0.000
2.625	0.000
2.750	1.146
2.750	1.054
2.750	0.619
2.750	0.323
2.750	0.065
2.750	0.052
2.750	0.000
2.750	0.000
2.750	0.000
2.750	0.000
2.875	1.169
2.875	1.153
2.875	0.642
2.875	0.342
2.875	0.064
2.875	0.056
2.875	0.000
2.875	0.000
2.875	0.000
2.875	0.000
3.000	1.252
3.000	1.186
3.000	0.647
3.000	0.362
3.000	0.077
3.000	0.048
3.000	0.000
3.000	0.000
3.000	0.000
3.000	0.000
